event,order_id,symbol,latency_ms,status,timestamp
submit,PAPER-303,EURUSD,30.188,accepted,2025-11-10T14:32:27.593294
submit,PAPER-304,EURUSD,26.441,accepted,2025-11-10T14:32:27.620172
submit,PAPER-305,EURUSD,28.437,accepted,2025-11-10T14:32:27.648944
submit,PAPER-306,EURUSD,29.343,accepted,2025-11-10T14:32:27.678633
submit,PAPER-307,EURUSD,30.493,accepted,2025-11-10T14:32:27.709470
submit,PAPER-308,EURUSD,28.327,accepted,2025-11-10T14:32:27.738188
submit,PAPER-309,EURUSD,26.904999999999998,accepted,2025-11-10T14:32:27.765418
submit,PAPER-310,EURUSD,28.968,accepted,2025-11-10T14:32:27.795351
submit,PAPER-311,EURUSD,27.465,accepted,2025-11-10T14:32:27.823148
submit,PAPER-312,EURUSD,26.494,accepted,2025-11-10T14:32:27.850066
submit,PAPER-313,EURUSD,32.266999999999996,accepted,2025-11-10T14:32:27.886288
submit,PAPER-314,EURUSD,29.203,accepted,2025-11-10T14:32:27.915929
submit,PAPER-315,EURUSD,32.717000000000006,accepted,2025-11-10T14:32:27.949027
submit,PAPER-316,EURUSD,40.448,accepted,2025-11-10T14:32:27.991158
submit,PAPER-317,EURUSD,31.906999999999996,accepted,2025-11-10T14:32:28.042955
submit,PAPER-318,EURUSD,31.012999999999998,accepted,2025-11-10T14:32:28.077822
submit,PAPER-319,EURUSD,27.657999999999998,accepted,2025-11-10T14:32:28.106574
submit,PAPER-320,EURUSD,27.128,accepted,2025-11-10T14:32:28.134176
submit,PAPER-321,EURUSD,30.229,accepted,2025-11-10T14:32:28.164758
submit,PAPER-322,EURUSD,30.301000000000002,accepted,2025-11-10T14:32:28.195371
submit,PAPER-323,EURUSD,30.151,accepted,2025-11-10T14:32:28.225985
submit,PAPER-324,EURUSD,30.261,accepted,2025-11-10T14:32:28.256515
submit,PAPER-325,EURUSD,30.163,accepted,2025-11-10T14:32:28.287009
submit,PAPER-326,EURUSD,30.418,accepted,2025-11-10T14:32:28.317936
